File,No,schoolType,school,ageGroup,type,year,sex,value,number,rate
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,27,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,27,合計,3,3,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格率,27,男,40%,,0.4
MedSchool.csv,8,国立,群馬大学,うち20歳,合格率,27,女,50%,,0.5
MedSchool.csv,8,国立,群馬大学,うち20歳,受験者,26,男,8,8,
MedSchool.csv,8,国立,群馬大学,うち20歳,受験者,26,女,3,3,
MedSchool.csv,8,国立,群馬大学,うち20歳,受験者,26,合計,11,11,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,26,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,26,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,26,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格率,26,男,25%,,0.25
MedSchool.csv,8,国立,群馬大学,うち20歳,合格率,26,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち20歳,受験者,25,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち20歳,受験者,25,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち20歳,受験者,25,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,25,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,25,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格者,25,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち20歳,合格率,25,男,100%,,1
MedSchool.csv,8,国立,群馬大学,うち20歳,合格率,25,女,-,,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,30,男,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,30,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,30,合計,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,30,男,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,30,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,30,合計,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,30,男,-,,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,30,女,-,,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,29,男,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,29,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,29,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,29,男,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,29,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,29,合計,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,29,男,0%,,0
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,29,女,100%,,1
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,28,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,28,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,28,合計,3,3,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,28,男,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,28,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,28,合計,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,28,男,50%,,0.5
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,28,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,27,男,5,5,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,27,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,27,合計,5,5,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,27,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,27,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,27,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,27,男,40%,,0.4
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,27,女,-,,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,26,男,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,26,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,26,合計,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,26,男,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,26,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,26,合計,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,26,男,-,,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,26,女,-,,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,25,男,3,3,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,25,女,4,4,
MedSchool.csv,8,国立,群馬大学,うち21歳,受験者,25,合計,7,7,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,25,男,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,25,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格者,25,合計,1,1,
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,25,男,33%,,0.33
MedSchool.csv,8,国立,群馬大学,うち21歳,合格率,25,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,30,男,10,10,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,30,女,2,2,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,30,合計,12,12,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,30,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,30,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,30,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,30,男,20%,,0.2
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,30,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,29,男,7,7,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,29,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,29,合計,8,8,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,29,男,3,3,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,29,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,29,合計,3,3,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,29,男,43%,,0.43
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,29,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,28,男,9,9,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,28,女,2,2,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,28,合計,11,11,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,28,男,3,3,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,28,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,28,合計,3,3,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,28,男,33%,,0.33
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,28,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,27,男,4,4,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,27,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,27,合計,4,4,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,27,男,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,27,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,27,合計,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,27,男,0%,,0
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,27,女,-,,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,26,男,15,15,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,26,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,26,合計,16,16,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,26,男,3,3,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,26,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,26,合計,3,3,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,26,男,20%,,0.2
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,26,女,0%,,0
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,25,男,8,8,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,25,女,1,1,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,受験者,25,合計,9,9,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,25,男,2,2,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,25,女,0,0,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格者,25,合計,2,2,
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,25,男,25%,,0.25
MedSchool.csv,8,国立,群馬大学,うち22歳以上,合格率,25,女,0%,,0
MedSchool.csv,9,国立,千葉大学,合計,受験者,30,男,270,270,
MedSchool.csv,9,国立,千葉大学,合計,受験者,30,女,89,89,
MedSchool.csv,9,国立,千葉大学,合計,受験者,30,合計,359,359,
MedSchool.csv,9,国立,千葉大学,合計,合格者,30,男,101,101,
MedSchool.csv,9,国立,千葉大学,合計,合格者,30,女,22,22,
MedSchool.csv,9,国立,千葉大学,合計,合格者,30,合計,123,123,
MedSchool.csv,9,国立,千葉大学,合計,合格率,30,男,37%,,0.37
MedSchool.csv,9,国立,千葉大学,合計,合格率,30,女,25%,,0.25
MedSchool.csv,9,国立,千葉大学,合計,受験者,29,男,262,262,
MedSchool.csv,9,国立,千葉大学,合計,受験者,29,女,87,87,
MedSchool.csv,9,国立,千葉大学,合計,受験者,29,合計,349,349,
MedSchool.csv,9,国立,千葉大学,合計,合格者,29,男,96,96,
MedSchool.csv,9,国立,千葉大学,合計,合格者,29,女,29,29,
MedSchool.csv,9,国立,千葉大学,合計,合格者,29,合計,125,125,
MedSchool.csv,9,国立,千葉大学,合計,合格率,29,男,37%,,0.37
MedSchool.csv,9,国立,千葉大学,合計,合格率,29,女,33%,,0.33
MedSchool.csv,9,国立,千葉大学,合計,受験者,28,男,270,270,
MedSchool.csv,9,国立,千葉大学,合計,受験者,28,女,111,111,
MedSchool.csv,9,国立,千葉大学,合計,受験者,28,合計,381,381,
MedSchool.csv,9,国立,千葉大学,合計,合格者,28,男,91,91,
MedSchool.csv,9,国立,千葉大学,合計,合格者,28,女,32,32,
MedSchool.csv,9,国立,千葉大学,合計,合格者,28,合計,123,123,
MedSchool.csv,9,国立,千葉大学,合計,合格率,28,男,34%,,0.34
MedSchool.csv,9,国立,千葉大学,合計,合格率,28,女,29%,,0.29
MedSchool.csv,9,国立,千葉大学,合計,受験者,27,男,256,256,
MedSchool.csv,9,国立,千葉大学,合計,受験者,27,女,101,101,
MedSchool.csv,9,国立,千葉大学,合計,受験者,27,合計,357,357,
MedSchool.csv,9,国立,千葉大学,合計,合格者,27,男,93,93,
MedSchool.csv,9,国立,千葉大学,合計,合格者,27,女,36,36,
MedSchool.csv,9,国立,千葉大学,合計,合格者,27,合計,129,129,
MedSchool.csv,9,国立,千葉大学,合計,合格率,27,男,36%,,0.36
MedSchool.csv,9,国立,千葉大学,合計,合格率,27,女,36%,,0.36
MedSchool.csv,9,国立,千葉大学,合計,受験者,26,男,262,262,
MedSchool.csv,9,国立,千葉大学,合計,受験者,26,女,104,104,
MedSchool.csv,9,国立,千葉大学,合計,受験者,26,合計,366,366,
MedSchool.csv,9,国立,千葉大学,合計,合格者,26,男,95,95,
MedSchool.csv,9,国立,千葉大学,合計,合格者,26,女,28,28,
MedSchool.csv,9,国立,千葉大学,合計,合格者,26,合計,123,123,
MedSchool.csv,9,国立,千葉大学,合計,合格率,26,男,36%,,0.36
MedSchool.csv,9,国立,千葉大学,合計,合格率,26,女,27%,,0.27
MedSchool.csv,9,国立,千葉大学,合計,受験者,25,男,256,256,
MedSchool.csv,9,国立,千葉大学,合計,受験者,25,女,118,118,
MedSchool.csv,9,国立,千葉大学,合計,受験者,25,合計,374,374,
MedSchool.csv,9,国立,千葉大学,合計,合格者,25,男,83,83,
MedSchool.csv,9,国立,千葉大学,合計,合格者,25,女,41,41,
MedSchool.csv,9,国立,千葉大学,合計,合格者,25,合計,124,124,
MedSchool.csv,9,国立,千葉大学,合計,合格率,25,男,32%,,0.32
MedSchool.csv,9,国立,千葉大学,合計,合格率,25,女,35%,,0.35
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,30,男,152,152,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,30,女,50,50,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,30,合計,202,202,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,30,男,57,57,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,30,女,11,11,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,30,合計,68,68,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,30,男,38%,,0.38
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,30,女,22%,,0.22
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,29,男,149,149,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,29,女,52,52,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,29,合計,201,201,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,29,男,49,49,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,29,女,18,18,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,29,合計,67,67,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,29,男,33%,,0.33
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,29,女,35%,,0.35
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,28,男,144,144,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,28,女,71,71,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,28,合計,215,215,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,28,男,46,46,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,28,女,20,20,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,28,合計,66,66,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,28,男,32%,,0.32
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,28,女,28%,,0.28
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,27,男,150,150,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,27,女,66,66,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,27,合計,216,216,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,27,男,55,55,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,27,女,23,23,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,27,合計,78,78,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,27,男,37%,,0.37
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,27,女,35%,,0.35
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,26,男,143,143,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,26,女,62,62,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,26,合計,205,205,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,26,男,47,47,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,26,女,12,12,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,26,合計,59,59,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,26,男,33%,,0.33
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,26,女,19%,,0.19
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,25,男,161,161,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,25,女,78,78,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,受験者,25,合計,239,239,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,25,男,50,50,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,25,女,23,23,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格者,25,合計,73,73,
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,25,男,31%,,0.31
MedSchool.csv,9,国立,千葉大学,うち18歳以下,合格率,25,女,29%,,0.29
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,30,男,74,74,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,30,女,24,24,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,30,合計,98,98,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,30,男,39,39,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,30,女,9,9,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,30,合計,48,48,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,30,男,53%,,0.53
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,30,女,38%,,0.38
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,29,男,73,73,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,29,女,24,24,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,29,合計,97,97,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,29,男,34,34,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,29,女,8,8,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,29,合計,42,42,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,29,男,47%,,0.47
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,29,女,33%,,0.33
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,28,男,83,83,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,28,女,30,30,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,28,合計,113,113,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,28,男,33,33,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,28,女,11,11,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,28,合計,44,44,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,28,男,40%,,0.4
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,28,女,37%,,0.37
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,27,男,64,64,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,27,女,23,23,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,27,合計,87,87,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,27,男,29,29,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,27,女,12,12,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,27,合計,41,41,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,27,男,45%,,0.45
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,27,女,52%,,0.52
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,26,男,80,80,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,26,女,34,34,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,26,合計,114,114,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,26,男,34,34,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,26,女,14,14,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,26,合計,48,48,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,26,男,43%,,0.43
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,26,女,41%,,0.41
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,25,男,51,51,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,25,女,23,23,
MedSchool.csv,9,国立,千葉大学,うち19歳,受験者,25,合計,74,74,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,25,男,26,26,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,25,女,13,13,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格者,25,合計,39,39,
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,25,男,51%,,0.51
MedSchool.csv,9,国立,千葉大学,うち19歳,合格率,25,女,57%,,0.57
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,30,男,22,22,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,30,女,11,11,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,30,合計,33,33,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,30,男,4,4,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,30,女,2,2,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,30,合計,6,6,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,30,男,18%,,0.18
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,30,女,18%,,0.18
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,29,男,24,24,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,29,女,5,5,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,29,合計,29,29,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,29,男,9,9,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,29,女,2,2,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,29,合計,11,11,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,29,男,38%,,0.38
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,29,女,40%,,0.4
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,28,男,23,23,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,28,女,6,6,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,28,合計,29,29,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,28,男,8,8,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,28,女,1,1,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,28,合計,9,9,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,28,男,35%,,0.35
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,28,女,17%,,0.17
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,27,男,19,19,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,27,女,3,3,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,27,合計,22,22,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,27,男,6,6,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,27,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,27,合計,6,6,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,27,男,32%,,0.32
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,27,女,0%,,0
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,26,男,17,17,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,26,女,5,5,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,26,合計,22,22,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,26,男,7,7,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,26,女,2,2,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,26,合計,9,9,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,26,男,41%,,0.41
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,26,女,40%,,0.4
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,25,男,13,13,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,25,女,7,7,
MedSchool.csv,9,国立,千葉大学,うち20歳,受験者,25,合計,20,20,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,25,男,6,6,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,25,女,1,1,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格者,25,合計,7,7,
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,25,男,46%,,0.46
MedSchool.csv,9,国立,千葉大学,うち20歳,合格率,25,女,14%,,0.14
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,30,男,6,6,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,30,女,2,2,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,30,合計,8,8,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,30,男,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,30,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,30,合計,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,30,男,0%,,0
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,30,女,0%,,0
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,29,男,5,5,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,29,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,29,合計,5,5,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,29,男,3,3,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,29,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,29,合計,3,3,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,29,男,60%,,0.6
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,29,女,-,,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,28,男,4,4,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,28,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,28,合計,4,4,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,28,男,2,2,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,28,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,28,合計,2,2,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,28,男,50%,,0.5
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,28,女,-,,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,27,男,2,2,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,27,女,2,2,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,27,合計,4,4,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,27,男,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,27,女,1,1,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,27,合計,1,1,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,27,男,0%,,0
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,27,女,50%,,0.5
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,26,男,6,6,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,26,女,1,1,
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,26,合計,7,7,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,26,男,4,4,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,26,女,0,0,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格者,26,合計,4,4,
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,26,男,67%,,0.67
MedSchool.csv,9,国立,千葉大学,うち21歳,合格率,26,女,0%,,0
MedSchool.csv,9,国立,千葉大学,うち21歳,受験者,25,男,5,5,
